Model,Coverage_90pct,MPIW,PICP,Moran_I_Residuals
Bootstrap Ensemble,0.35456110154905335,22.025062569135645,0.35456110154905335,0.1399042720172083
Quantile Regression Forest,0.9242685025817556,82.97518839061567,0.9242685025817556,0.17123835294416784
Conformal Prediction,0.8967297762478486,94.07579934964522,0.8967297762478486,0.17126426363085961
